trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
327.0,1.82,1.0,45.0,0,9.75,54.75,0
1540.0,6.5,1.0,135.0,0,26.625,161.625,1
4030.0,15.03,1.0,303.75,0,6.0,309.75,0
1126.0,5.33,1.0,108.75,34,26.44999999999999,169.2,1
756.0,6.76,2.0,112.5,0,13.5,126.0,0
369.0,1.67,1.0,48.75,0,13.500000000000009,62.25000000000001,0
623.0,2.67,1.0,67.5,0,13.5,81.0,0
1094.0,2.86,1.0,93.75,38,26.125,157.875,1
418.0,7.07,1.0,187.5,0,2.25,189.75,0
510.0,3.09,1.0,60.0,15,13.200000000000005,88.2,0
890.0,4.02,1.0,86.25,8,9.25,103.5,0
1343.0,2.9,1.0,108.75,0,6.0,114.75,0
671.0,1.27,1.0,60.0,0,6.0,66.0,0
623.0,1.82,1.0,63.75,8,26.125,97.875,1
716.0,5.7,1.0,93.75,0,26.625,120.375,1
1766.0,6.36,1.0,150.0,35,26.94999999999999,211.95,1
925.0,7.56,1.0,123.75,31,30.125,184.875,1
812.0,2.06,5.0,75.0,0,6.0,81.0,0
592.0,2.85,1.0,63.75,0,6.0,69.75,0
712.0,2.49,1.0,67.5,0,9.75,77.25,0
692.0,2.43,1.0,67.5,15,5.700000000000003,88.2,0
1106.0,15.22,1.0,202.5,52,6.125,260.625,0
91.0,0.64,1.0,26.25,8,5.875,40.125,0
635.0,2.37,1.0,63.75,20,33.7,117.45,1
998.0,4.63,2.0,97.5,0,34.125,131.625,1
559.0,1.32,1.0,56.25,14,26.125,96.375,1
560.0,4.43,1.0,75.0,17,9.700000000000005,101.7,0
1552.0,6.36,1.0,138.75,33,26.69999999999999,198.45,1
2069.0,8.85,1.0,176.25,0,13.5,189.75,0
553.0,2.53,2.0,60.0,14,9.700000000000005,83.7,0
1166.0,17.57,1.0,232.5,48,5.699999999999989,286.2,0
492.0,5.95,1.0,93.75,20,5.950000000000003,119.7,0
835.0,3.54,1.0,78.75,8,26.125,112.875,1
1540.0,5.7,2.0,138.75,33,26.69999999999999,198.45,1
931.0,8.69,1.0,135.0,0,26.625,161.625,1
773.0,3.38,1.0,75.0,13,13.775000000000006,101.775,0
347.0,1.46,1.0,45.0,0,9.75,54.75,0
773.0,2.41,1.0,71.25,0,6.0,77.25,0
1282.0,17.82,1.0,243.75,15,30.375,289.125,1
1554.0,8.85,1.0,153.75,0,26.625,180.375,1
1531.0,4.94,1.0,131.25,32,26.19999999999999,189.45,1
818.0,2.9,3.0,75.0,0,6.0,81.0,0
1452.0,7.48,1.0,150.0,0,26.625,176.625,1
384.0,1.92,1.0,48.75,0,30.375,79.125,1
1193.0,4.25,1.0,101.25,23,13.449999999999989,137.7,0
581.0,3.11,1.0,112.5,0,2.25,114.75,0
1276.0,10.3,1.0,165.0,38,26.94999999999999,229.95,1
541.0,2.74,2.0,63.75,18,26.625,108.375,1
663.0,2.9,2.0,71.25,0,6.0,77.25,0
1018.0,4.72,1.0,97.5,0,6.0,103.5,0
439.0,2.41,0.0,52.5,17,34.375,103.875,1
1766.0,20.41,2.0,337.5,0,2.25,339.75,0
528.0,3.23,1.0,67.5,18,6.375,91.875,0
970.0,4.02,1.0,97.5,0,6.0,103.5,0
2847.0,19.63,2.0,303.75,68,33.625,405.375,1
1272.0,5.15,2.0,120.0,44,26.57499999999999,190.575,1
251.0,3.09,1.0,52.5,0,30.375,82.875,1
937.0,5.66,1.0,101.25,64,26.52500000000001,191.775,1
1556.0,12.75,1.0,198.75,0,30.375,229.125,1
469.0,1.77,1.0,52.5,0,6.0,58.5,0
659.0,3.99,1.0,75.0,26,30.69999999999999,131.7,1
1134.0,4.99,1.0,108.75,27,26.69999999999999,162.45,1
3087.0,31.03,1.0,427.5,0,9.75,437.25,0
886.0,3.43,1.0,82.5,18,5.700000000000003,106.2,0
350.0,1.77,1.0,45.0,0,6.0,51.0,0
768.0,2.38,1.0,71.25,10,34.625,115.875,1
531.0,2.54,1.0,60.0,0,6.0,66.0,0
749.0,3.7,1.0,78.75,0,6.0,84.75,0
1800.0,13.13,1.0,198.75,0,34.125,232.875,1
979.0,5.01,1.0,94.125,9,22.724999999999994,125.85,1
344.0,2.49,1.0,52.5,0,9.750000000000009,62.25000000000001,0
1112.0,5.04,1.0,108.75,0,6.0,114.75,0
459.0,2.3,5.0,56.25,0,9.75,66.0,0
631.0,3.67,1.0,71.25,17,13.450000000000005,101.7,0
827.0,3.67,1.0,78.75,16,26.450000000000003,121.2,1
859.0,3.57,1.0,78.75,0,13.5,92.25,0
1014.0,7.42,1.0,123.75,27,9.449999999999989,160.2,0
1296.0,6.92,1.0,123.75,0,26.625,150.375,1
1064.0,7.19,1.0,120.0,29,26.950000000000017,175.95000000000002,1
813.0,10.25,1.0,150.0,41,55.150000000000006,246.15,0
664.0,3.4,2.0,75.0,0,9.75,84.75,0
883.0,3.52,1.0,86.25,19,9.950000000000005,115.2,0
2217.0,6.76,1.0,176.25,40,27.12500000000003,243.37500000000003,1
484.0,2.27,1.0,56.25,15,6.0,77.25,0
56.0,0.16,2.0,22.5,0,13.5,36.0,0
504.0,2.96,1.0,63.75,15,13.950000000000005,92.7,0
1057.0,9.01,1.0,150.0,0,6.0,156.0,0
1215.0,10.01,1.0,153.75,37,30.19999999999999,220.95,1
1218.0,4.2,1.0,108.75,23,5.949999999999989,137.7,0
992.0,5.52,1.0,101.25,26,26.200000000000017,153.45000000000002,1
327.0,1.83,1.0,41.25,10,9.950000000000005,61.2,0
542.0,3.48,3.0,67.5,0,30.375,97.875,1
743.0,3.86,2.0,78.75,26,26.875,131.625,1
612.0,2.62,2.0,63.75,0,6.0,69.75,0
548.0,3.72,1.0,71.25,21,34.2,126.45,1
1067.0,3.12,5.0,90.0,0,6.0,96.0,0
644.0,3.81,1.0,75.0,20,26.950000000000017,121.95000000000002,1
459.0,2.41,1.0,52.5,0,34.125,86.625,1
664.0,3.01,1.0,71.25,13,13.25,97.5,0
492.0,3.98,2.0,67.5,16,13.700000000000005,97.2,0
591.0,2.46,1.0,63.75,15,13.950000000000005,92.7,0
1729.0,12.49,1.0,195.0,0,26.625,221.625,1
225.0,0.8,1.0,33.75,8,13.0,54.75,0
686.0,4.28,1.0,78.75,22,30.200000000000017,130.95000000000002,1
516.0,3.27,2.0,67.5,8,26.125,101.625,1
521.0,1.59,4.0,56.25,8,26.125,90.375,1
419.0,3.64,1.0,63.75,19,30.200000000000003,112.95,1
1536.0,5.79,3.0,138.75,14,5.5,158.25,0
1341.0,5.47,3.0,120.0,0,9.75,129.75,0
2024.0,8.14,1.0,172.5,0,6.0,178.5,0
828.0,3.11,1.0,78.75,0,13.5,92.25,0
406.0,2.67,1.0,52.5,0,9.750000000000009,62.25000000000001,0
938.0,4.49,1.0,97.5,8,26.125,131.625,1
670.0,3.52,1.0,71.25,0,9.75,81.0,0
465.0,2.35,1.0,56.25,0,6.000000000000007,62.25000000000001,0
365.0,1.48,5.0,45.0,10,6.200000000000003,61.2,0
320.0,1.27,1.0,37.5,0,6.0,43.5,0
141.0,0.64,1.0,30.0,0,6.0,36.0,0
219.0,1.64,1.0,41.25,8,9.25,58.5,0
1062.0,8.87,1.0,142.5,22,27.125,191.625,1
811.0,4.14,1.0,86.25,8,5.5,99.75,0
1396.0,8.53,1.0,146.25,36,34.19999999999999,216.45,1
1074.0,4.68,1.0,97.5,0,6.0,103.5,0
1133.0,3.94,2.0,101.25,0,6.0,107.25,0
816.0,2.57,6.0,75.0,0,6.0,81.0,0
592.0,6.6,1.0,101.25,33,9.75,144.0,0
979.0,5.84,1.0,105.0,28,33.95000000000002,166.95000000000002,1
149.0,1.08,5.0,30.0,8,27.099999999999994,65.1,1
289.0,1.42,1.0,41.25,14,26.19999999999999,81.44999999999999,1
969.0,10.01,1.0,150.0,0,13.5,163.5,0
1458.0,18.01,1.0,243.75,0,6.0,249.75,0
340.0,1.77,2.0,45.0,10,6.125,61.125,0
1668.0,6.89,1.0,150.0,36,30.44999999999999,216.45,1
865.0,2.74,1.0,75.0,0,13.5,88.5,0
531.0,2.09,0.0,56.25,14,13.375,83.625,0
204.0,1.24,1.0,75.0,0,2.25,77.25,0
889.0,5.18,1.0,105.0,23,9.699999999999989,137.7,0
2246.0,10.46,1.0,195.0,0,6.0,201.0,0
417.0,1.95,1.0,48.75,0,6.0,54.75,0
348.0,1.74,3.0,45.0,14,26.950000000000003,85.95,1
815.0,3.11,6.0,78.75,8,33.625,120.375,1
1126.0,3.98,1.0,93.75,31,9.800000000000011,134.55,0
3521.0,16.75,1.0,318.75,0,6.0,324.75,0
498.0,3.43,1.0,63.75,0,9.75,73.5,0
531.0,3.69,1.0,67.5,11,26.875,105.375,1
501.0,2.75,2.0,63.75,15,9.450000000000005,88.2,0
2046.0,7.5,1.0,168.75,0,34.125,202.875,1
830.0,2.9,1.0,75.0,20,6.25,101.25,0
1192.0,5.94,1.0,123.75,32,6.400000000000006,162.15,0
1689.0,6.97,5.0,146.25,35,26.19999999999999,207.45,1
607.0,1.93,1.0,56.25,0,6.000000000000007,62.25000000000001,0
862.0,16.98,1.0,217.5,56,5.875,279.375,0
816.0,2.35,1.0,71.25,0,6.0,77.25,0
247.0,1.06,1.0,37.5,0,6.0,43.5,0
1001.0,8.09,1.0,135.0,0,34.125,169.125,1
1350.0,4.7,1.0,116.25,1,13.099999999999994,130.35,0
1337.0,15.84,1.0,217.5,0,6.0,223.5,0
261.0,1.09,1.0,37.5,11,5.875,54.375,0
257.0,1.11,1.0,37.5,10,26.224999999999994,73.725,1
704.0,4.02,1.0,82.5,0,6.0,88.5,0
1448.0,5.58,1.0,131.25,0,9.75,141.0,0
1252.0,16.43,1.0,217.5,10,80.0,307.5,1
743.0,3.85,1.0,82.5,0,13.5,96.0,0
1485.0,5.21,1.0,127.5,48,34.57499999999999,210.075,1
915.0,3.27,1.0,86.25,20,26.950000000000017,133.20000000000002,1
578.0,2.25,1.0,60.0,13,6.125,79.125,0
440.0,2.83,1.0,60.0,0,9.75,69.75,0
522.0,2.32,1.0,56.25,0,9.75,66.0,0
264.0,1.3,5.0,37.5,9,5.700000000000003,52.2,0
326.0,1.38,1.0,41.25,12,5.850000000000001,59.1,0
1602.0,4.2,1.0,123.75,8,26.125,157.875,1
706.0,3.14,1.0,75.0,15,26.849999999999994,116.85,1
1904.0,11.59,1.0,213.75,50,33.69999999999999,297.45,1
134.0,1.08,1.0,30.0,10,33.724999999999994,73.725,1
815.0,2.9,1.0,78.75,15,34.125,127.875,1
252.0,1.82,1.0,41.25,0,6.0,47.25,0
1431.0,7.72,1.0,142.5,43,30.57499999999999,216.075,1
1236.0,4.18,2.0,108.75,0,6.0,114.75,0
2651.0,26.81,2.0,363.75,8,230.875,602.625,0
1871.0,19.07,1.0,266.25,59,26.19999999999999,351.45,1
526.0,2.11,1.0,56.25,13,9.950000000000005,79.2,0
972.0,9.08,1.0,142.5,43,30.57499999999999,216.075,1
883.0,4.46,1.0,97.5,0,6.0,103.5,0
742.0,3.73,1.0,78.75,0,9.75,88.5,0
56429.0,27.37,1.0,390.0,0,26.625,416.625,1
611.0,4.55,1.0,78.75,5,30.849999999999994,114.6,1
275.0,0.84,1.0,37.5,11,5.875,54.375,0
751.0,3.52,1.0,78.75,17,5.950000000000003,101.7,0
456.0,1.27,1.0,48.75,0,9.75,58.5,0
1007.0,3.43,1.0,93.75,0,13.5,107.25,0
1568.0,7.79,1.0,150.0,0,6.0,156.0,0
398.0,2.12,1.0,52.5,17,29.950000000000003,99.45,1
1593.0,7.56,1.0,131.25,0,9.75,141.0,0
314.0,1.56,1.0,41.25,0,13.5,54.75,0
165.0,1.29,1.0,33.75,10,5.75,49.5,0
986.0,4.83,1.0,101.25,15,26.625,142.875,1
295.0,1.51,1.0,41.25,0,6.0,47.25,0
740.0,2.29,1.0,71.25,8,13.0,92.25,0
507.0,2.03,1.0,56.25,0,6.000000000000007,62.25000000000001,0
27.0,0.14,1.0,18.75,0,6.0,24.75,0
352.0,2.3,1.0,48.75,0,6.0,54.75,0
871.0,3.06,2.0,86.25,11,6.25,103.5,0
2308.0,9.12,1.0,198.75,47,33.69999999999999,279.45,1
966.0,4.65,1.0,97.5,11,6.25,114.75,0
826.0,2.95,1.0,86.25,23,26.19999999999999,135.45,1
711.0,2.9,1.0,75.0,16,6.200000000000003,97.2,0
2331.0,11.15,1.0,217.5,55,54.64999999999998,327.15,0
1186.0,4.07,1.0,105.0,0,6.0,111.0,0
946.0,8.26,1.0,131.25,0,6.0,137.25,0
1042.0,3.3,1.0,90.0,38,5.5,133.5,0
949.0,3.75,1.0,86.25,0,13.5,99.75,0
2262.0,11.59,1.0,225.0,0,26.625,251.625,1
1210.0,8.69,1.0,150.0,37,33.94999999999999,220.95,1
562.0,2.0,1.0,56.25,14,13.450000000000005,83.7,0
334.0,1.5,2.0,45.0,0,6.0,51.0,0
1402.0,5.47,1.0,135.0,0,6.0,141.0,0
617.0,2.9,1.0,67.5,18,6.375,91.875,0
452.0,1.59,1.0,48.75,0,6.0,54.75,0
399.0,2.11,1.0,52.5,0,6.0,58.5,0
507.0,2.74,1.0,90.0,0,2.25,92.25,0
1706.0,6.94,1.0,150.0,35,26.94999999999999,211.95,1
646.0,1.56,1.0,60.0,0,6.0,66.0,0
593.0,3.75,1.0,75.0,0,9.75,84.75,0
1720.0,11.02,1.0,180.0,15,26.625,221.625,1
761.0,3.67,1.0,78.75,26,26.94999999999999,131.7,1
509.0,4.78,1.0,78.75,18,9.450000000000005,106.2,0
426.0,1.45,1.0,45.0,19,13.25,77.25,0
781.0,5.17,1.0,93.75,14,5.5,113.25,0
1366.0,5.33,1.0,123.75,30,26.69999999999999,180.45,1
534.0,2.11,1.0,56.25,0,6.000000000000007,62.25000000000001,0
1227.0,3.8,1.0,101.25,23,13.449999999999989,137.7,0
426.0,0.8,1.0,45.0,15,6.0,66.0,0
730.0,1.63,1.0,67.5,0,13.5,81.0,0
515.0,2.16,1.0,56.25,14,13.450000000000005,83.7,0
25.0,0.03,1.0,18.75,0,6.0,24.75,0
610.0,3.07,1.0,67.5,15,26.700000000000003,109.2,1
460.0,6.13,5.0,90.0,19,6.200000000000003,115.2,0
1339.0,4.18,1.0,112.5,29,34.375,175.875,1
402.0,1.64,1.0,48.75,0,6.0,54.75,0
701.0,2.41,1.0,71.25,0,6.0,77.25,0
278.0,1.14,1.0,37.5,16,5.600000000000001,59.1,0
1234.0,3.94,1.0,82.5,0,30.375,112.875,0
927.0,2.77,1.0,82.5,0,13.5,96.0,0
355.0,2.3,1.0,48.75,0,6.0,54.75,0
229.0,0.74,1.0,30.0,0,13.5,43.5,0
233.0,2.16,1.0,41.25,10,9.950000000000005,61.2,0
932.0,11.25,1.0,157.5,43,54.650000000000034,255.15000000000003,0
1618.0,5.54,1.0,135.0,0,6.0,141.0,0
1220.0,4.83,1.0,108.75,27,26.69999999999999,162.45,1
540.0,3.4,1.0,67.5,19,26.450000000000003,112.95,1
1019.0,5.01,1.0,101.25,19,26.82499999999999,147.075,1
464.0,2.29,2.0,52.5,0,9.750000000000009,62.25000000000001,0
795.0,4.62,1.0,90.0,30,30.44999999999999,150.45,1
866.0,4.43,1.0,112.5,24,5.700000000000017,142.20000000000002,0
2004.0,10.99,1.0,191.25,39,6.449999999999989,236.7,0
164.0,0.93,5.0,30.0,0,13.5,43.5,0
742.0,6.1,1.0,105.0,1,30.125,136.125,1
493.0,1.5,1.0,52.5,0,13.5,66.0,0
1967.0,14.55,2.0,228.75,77,26.275000000000038,332.02500000000003,1
756.0,3.38,1.0,78.75,25,6.125,109.875,0
557.0,1.95,1.0,60.0,0,26.625,86.625,1
1151.0,8.22,1.0,138.75,0,26.625,165.375,1
475.0,2.45,1.0,56.25,0,6.000000000000007,62.25000000000001,0
190.0,1.0,1.0,33.75,8,5.950000000000003,47.7,0
654.0,3.3,1.0,71.25,0,9.75,81.0,0
676.0,3.89,1.0,78.75,22,6.5,107.25,0
561.0,2.53,1.0,60.0,2,5.5,67.5,0
1005.0,3.69,1.0,90.0,15,6.0,111.0,0
223.0,0.93,1.0,33.75,0,6.0,39.75,0
180.0,1.35,1.0,33.75,38,13.0,84.75,0
1120.0,3.09,1.0,97.5,31,6.050000000000011,134.55,0
153.0,0.84,1.0,30.0,7,6.200000000000003,43.2,0
337.0,1.29,1.0,41.25,14,5.875,61.125,0
891.0,2.93,1.0,82.5,27,5.549999999999997,115.05,0
1164.0,9.95,1.0,153.75,0,6.0,159.75,0
336.0,1.29,1.0,41.25,22,14.0,77.25,0
1330.0,10.78,1.0,176.25,0,34.125,210.375,1
341.0,1.92,1.0,45.0,0,30.375,75.375,1
511.0,2.3,1.0,60.0,0,26.625,86.625,1
2.0,0.16,2.0,262.5,0,2.325000000000045,264.82500000000005,0
923.0,8.79,1.0,138.75,33,26.69999999999999,198.45,1
885.0,3.22,1.0,82.5,0,26.625,109.125,1
711.0,3.41,1.0,75.0,21,30.450000000000003,126.45,1
438.0,2.04,1.0,52.5,0,6.0,58.5,0
792.0,2.22,1.0,75.0,18,13.200000000000005,106.2,0
487.0,2.54,1.0,60.0,0,6.075000000000003,66.075,0
1744.0,7.07,1.0,150.0,0,6.0,156.0,0
1664.0,11.91,1.0,195.0,41,26.875,262.875,1
1039.0,10.46,1.0,153.75,38,33.625,225.375,1
301.0,1.13,1.0,41.25,0,6.0,47.25,0
584.0,2.9,1.0,67.5,0,9.75,77.25,0
442.0,1.88,1.0,52.5,0,9.750000000000009,62.25000000000001,0
1125.0,9.37,1.0,153.75,40,5.900000000000006,199.65,0
686.0,1.82,1.0,67.5,0,6.0,73.5,0
1785.0,3.25,1.0,135.0,40,27.05000000000001,202.05,1
880.0,4.67,1.0,90.0,23,26.94999999999999,139.95,1
1061.0,11.09,1.0,161.25,57,30.82499999999999,249.075,1
841.0,6.6,1.0,116.25,0,9.75,126.0,0
667.0,6.73,1.0,105.0,33,26.55000000000001,164.55,1
564.0,2.29,1.0,60.0,13,6.200000000000003,79.2,0
1270.0,6.76,1.0,131.25,0,6.0,137.25,0
312.0,1.77,1.0,45.0,14,26.950000000000003,85.95,1
1686.0,12.87,4.0,195.0,45,30.375,270.375,1
210.0,1.03,1.0,33.75,8,26.125,67.875,1
209.0,0.74,1.0,33.75,0,6.0,39.75,0
1634.0,12.63,1.0,198.75,46,30.19999999999999,274.95,1
1278.0,11.68,1.0,168.75,59,26.27500000000001,254.025,1
578.0,1.64,1.0,56.25,17,13.899999999999991,87.14999999999999,0
759.0,2.08,1.0,67.5,20,13.75,101.25,0
1549.0,6.5,1.0,142.5,34,26.44999999999999,202.95,1
916.0,4.62,1.0,93.75,0,6.0,99.75,0
678.0,3.25,1.0,75.0,12,6.150000000000006,93.15,0
843.0,8.4,2.0,157.5,0,2.25,159.75,0
946.0,10.99,1.0,165.0,44,55.14999999999998,264.15,0
439.0,1.66,1.0,48.75,0,6.0,54.75,0
871.0,6.2,2.0,105.0,13,26.82499999999999,144.825,1
1256.0,3.33,6.0,101.25,0,13.5,114.75,0
177.0,0.66,1.0,30.0,0,6.0,36.0,0
552.0,2.62,1.0,60.0,22,13.549999999999995,95.55,0
159.0,1.03,1.0,30.0,22,6.5,58.5,0
696.0,2.41,1.0,67.5,22,5.75,95.25,0
7618.0,30.5,1.0,622.5,0,83.25,705.75,1
2170.0,25.86,1.0,345.0,52,55.625,452.625,0
823.0,4.54,1.0,90.0,24,30.450000000000017,144.45000000000002,1
804.0,4.09,1.0,82.5,33,26.32499999999999,141.825,1
454.0,2.96,1.0,60.0,14,9.700000000000005,83.7,0
289.0,1.85,1.0,41.25,0,6.0,47.25,0
795.0,4.22,1.0,82.5,8,26.125,116.625,1
699.0,5.13,1.0,86.25,24,34.20000000000002,144.45000000000002,1
1114.0,3.49,1.0,97.5,0,6.0,103.5,0
488.0,2.82,1.0,63.75,0,34.125,97.875,1
634.0,8.47,1.0,120.0,0,13.5,133.5,0
548.0,1.98,1.0,56.25,0,6.000000000000007,62.25000000000001,0
653.0,2.43,1.0,63.75,0,13.5,77.25,0
850.0,4.15,1.0,86.25,23,26.19999999999999,135.45,1
312.0,1.16,1.0,41.25,9,6.450000000000003,56.7,0
579.0,2.33,6.0,60.0,19,33.95,112.95,1
7206.0,21.21,1.0,60.0,0,2.250000000000007,62.25000000000001,0
511.0,1.27,1.0,48.75,0,13.500000000000009,62.25000000000001,0
1466.0,4.83,2.0,131.25,0,26.625,157.875,1
305.0,1.71,1.0,41.25,9,6.450000000000003,56.7,0
461.0,1.51,1.0,48.75,2,9.25,60.0,0
313.0,2.09,1.0,45.0,8,29.875,82.875,1
950.0,4.63,1.0,97.5,25,26.44999999999999,148.95,1
142.0,0.9,1.0,30.0,12,9.674999999999995,51.675,0
1554.0,12.59,1.0,195.0,69,33.82499999999999,297.825,1
409.0,2.0,1.0,48.75,0,9.75,58.5,0
548.0,3.28,1.0,67.5,0,26.625,94.125,1
1875.0,6.55,1.0,187.5,0,2.25,189.75,0
754.0,4.2,6.0,82.5,98,13.0,193.5,0
1503.0,7.6,1.0,146.25,35,26.19999999999999,207.45,1
764.0,2.57,1.0,71.25,8,5.5,84.75,0
892.0,3.25,1.0,78.75,0,6.0,84.75,0
622.0,2.09,1.0,60.0,17,26.875,103.875,1
139.0,1.16,1.0,30.0,9,13.200000000000005,52.2,0
2133.0,7.27,1.0,176.25,38,13.449999999999989,227.7,0
707.0,8.79,1.0,127.5,27,10.200000000000015,164.70000000000002,0
794.0,6.18,2.0,487.5,102,22.94999999999993,612.4499999999999,1
1593.0,6.23,1.0,138.75,0,6.0,144.75,0
624.0,9.21,1.0,127.5,40,6.050000000000011,173.55,0
317.0,1.35,1.0,41.25,14,26.19999999999999,81.44999999999999,1
425.0,2.14,1.0,52.5,26,34.075,112.575,1
926.0,4.55,1.0,93.75,0,6.0,99.75,0
1106.0,9.33,2.0,138.75,33,26.625,198.375,1
596.0,7.26,2.0,108.75,29,33.69999999999999,171.45,1
1220.0,5.94,1.0,116.25,0,6.0,122.25,0
1038.0,5.95,1.0,108.75,34,26.375,169.125,1
215.0,0.8,1.0,33.75,0,9.75,43.5,0
596.0,2.8,1.0,67.5,18,6.375,91.875,0
364.0,2.35,1.0,48.75,12,13.950000000000005,74.7,0
301.0,1.61,1.0,45.0,10,6.125,61.125,0
737.0,4.46,2.0,86.25,0,9.75,96.0,0
692.0,3.17,1.0,75.0,0,6.0,81.0,0
1147.0,7.0,1.0,131.25,0,9.75,141.0,0
897.0,4.18,2.0,90.0,0,26.625,116.625,1
2220.0,23.11,5.0,318.75,81,6.149999999999977,405.9,0
466.0,2.12,1.0,52.5,17,34.45,103.95,1
513.0,2.12,1.0,56.25,0,6.000000000000007,62.25000000000001,0
960.0,5.95,3.0,108.75,29,5.650000000000006,143.4,0
1945.0,6.44,2.0,142.5,0,13.5,156.0,0
920.0,5.81,1.0,101.25,22,14.0,137.25,0
3313.0,16.5,1.0,330.0,0,13.5,343.5,0
1222.0,5.94,1.0,116.25,0,13.5,129.75,0
2094.0,11.75,1.0,213.75,22,6.5,242.25,0
327.0,1.24,1.0,37.5,9,10.200000000000005,56.7,0
874.0,2.41,2.0,75.0,0,6.0,81.0,0
275.0,1.72,1.0,41.25,0,9.75,51.0,0
800.0,4.43,5.0,86.25,19,9.950000000000005,115.2,0
773.0,3.54,1.0,78.75,23,13.599999999999994,115.35,0
352.0,2.32,1.0,48.75,11,5.950000000000003,65.7,0
575.0,7.23,1.0,108.75,21,30.0,159.75,1
356.0,1.48,1.0,41.25,9,6.450000000000003,56.7,0
698.0,3.32,1.0,75.0,0,26.625,101.625,1
294.0,1.54,1.0,41.25,13,9.5,63.75,0
475.0,1.96,1.0,52.5,0,6.0,58.5,0
661.0,1.85,1.0,63.75,0,13.5,77.25,0
1233.0,6.74,1.0,123.75,0,13.5,137.25,0
966.0,6.87,1.0,120.0,29,26.950000000000017,175.95000000000002,1
532.0,3.67,5.0,71.25,0,6.0,77.25,0
389.0,2.91,1.0,56.25,0,13.5,69.75,0
575.0,3.27,1.0,90.0,0,2.25,92.25,0
937.0,3.22,1.0,86.25,28,26.82499999999999,141.075,1
1056.0,3.48,1.0,93.75,22,27.125,142.875,1
307.0,2.01,1.0,45.0,0,6.0,51.0,0
605.0,4.02,1.0,78.75,0,6.0,84.75,0
475.0,4.15,1.0,71.25,0,6.0,77.25,0
371.0,0.68,1.0,41.25,0,6.0,47.25,0
696.0,5.15,1.0,86.25,19,9.875,115.125,0
1028.0,9.29,1.0,146.25,36,34.19999999999999,216.45,1
975.0,4.41,1.0,93.75,30,5.924999999999983,129.67499999999998,0
839.0,4.8,1.0,97.5,15,30.375,142.875,1
556.0,2.2,1.0,60.0,0,13.5,73.5,0
362.0,1.19,1.0,45.0,0,6.0,51.0,0
593.0,4.43,1.0,82.5,28,6.5,117.0,0
739.0,2.59,1.0,71.25,20,26.200000000000003,117.45,1
566.0,2.75,1.0,63.75,8,5.5,77.25,0
515.0,2.83,6.0,60.0,16,6.5,82.5,0
812.0,3.62,1.0,82.5,27,5.549999999999997,115.05,0
491.0,1.35,1.0,52.5,0,13.5,66.0,0
1050.0,4.72,3.0,105.0,0,6.0,111.0,0
1526.0,11.27,5.0,183.75,44,33.69999999999999,261.45,1
285.0,0.6,1.0,37.5,0,6.0,43.5,0
1041.0,4.26,1.0,97.5,0,13.5,111.0,0
283.0,0.72,1.0,37.5,0,26.625,64.125,1
248.0,1.22,1.0,37.5,9,5.700000000000003,52.2,0
711.0,3.62,1.0,75.0,12,6.150000000000006,93.15,0
457.0,1.92,1.0,52.5,0,13.5,66.0,0
1547.0,8.35,1.0,150.0,0,26.625,176.625,1
139.0,0.48,1.0,26.25,0,6.0,32.25,0
1896.0,17.38,2.0,243.75,54,26.625,324.375,1
210.0,0.82,1.0,33.75,0,6.0,39.75,0
1095.0,4.01,2.0,101.25,0,6.0,107.25,0
695.0,2.57,1.0,67.5,0,6.0,73.5,0
1272.0,4.97,1.0,120.0,0,13.5,133.5,0
369.0,1.56,1.0,45.0,0,6.0,51.0,0
3442.0,35.55,1.0,480.0,0,6.0,486.0,0
238.0,1.05,1.0,33.75,10,5.899999999999999,49.65,0
842.0,4.55,1.0,97.5,0,13.5,111.0,0
773.0,1.58,1.0,67.5,0,6.0,73.5,0
367.0,1.85,1.0,45.0,11,9.700000000000005,65.7,0
590.0,5.1,1.0,90.0,24,30.450000000000017,144.45000000000002,1
457.0,2.49,1.0,56.25,18,34.2,108.45,1
864.0,3.54,1.0,82.5,0,6.0,88.5,0
4504.0,27.63,1.0,427.5,0,6.0,433.5,0
2163.0,11.99,1.0,221.25,0,26.625,247.875,1
371.0,1.66,1.0,45.0,0,6.0,51.0,0
384.0,1.96,1.0,48.75,16,6.424999999999997,71.175,0
3285.0,26.18,1.0,225.0,0,2.25,227.25,0
262.0,1.19,1.0,37.5,9,5.700000000000003,52.2,0
1639.0,7.84,1.0,153.75,0,30.375,184.125,1
1013.0,6.12,1.0,116.25,15,13.5,144.75,0
700.0,4.43,1.0,82.5,22,26.450000000000017,130.95000000000002,1
846.0,4.99,1.0,97.5,25,26.44999999999999,148.95,1
323.0,1.51,1.0,45.0,8,26.125,79.125,1
285.0,1.93,1.0,45.0,16,33.875,94.875,1
525.0,2.49,1.0,60.0,30,6.0,96.0,0
407.0,1.92,1.0,52.5,0,9.750000000000009,62.25000000000001,0
745.0,1.63,1.0,67.5,0,13.5,81.0,0
1011.0,3.69,1.0,93.75,0,9.75,103.5,0
404.0,2.4,1.0,52.5,17,34.45,103.95,1
1054.0,8.0,1.0,135.0,34,33.94999999999999,202.95,1
2397.0,14.34,1.0,243.75,38,26.125,307.875,1
424.0,3.54,2.0,67.5,15,5.625,88.125,0
